Settlement,SocioeconomicCluster,PercentTechStudents,PercentTeachersMasters,PercentHighSchoolTeachersMasters,PercentRegionalAccommodations,PercentInstitutionalAccommodations,PersistenceRate,DropoutRate,PercentShakdQuestionnaires,PercentBagrutEligible,PercentBagrutEligibleRegular,PercentExcellentBagrut,PercentOutstandingBagrutRegular,Percent4UnitsEnglish,Percent4UnitsEnglishRegular,Percent5UnitsEnglish,Percent5UnitsEnglishRegular,Percent4UnitsMath,Percent4UnitsMathRegular,Percent5UnitsMath,Percent5UnitsMathRegular,AvgClassSizeHighSchool,Year,HighSchoolStudentsPerHighClass,TechClassRatio,GiftedClassRatio,StudentsPerResidentRatio,HighSchoolCoverageRatio,HilaStudentRatio,TeacherStudentRatio,StudentPerClass,StudentPerSchool,OutstandingToTotal,DropoutToPersistenceRatio,5UnitsIndex,DropoutRiskScore,SchoolExcellentScore,5UnitsIndexRegular,SchoolExcellentScoreRegular,4UnitsIndex,4UnitsIndexRegular,CrimeRate
רעננה,8,0.341054707,0.495989305,0.587921847,0.145469659,0.461346633,0.8916,0.010835372,0.002398082,0.911,0.932,0.273,0.292,0.115,0.121,0.731,0.765,0.237,0.251,0.328,0.351,26.67114094,2022,23.89937106918239,0.031446540880503145,0.03773584905660377,0.18359492452943652,0.32432432432432434,0.0026203734032099572,0.09800196528005241,26.135021097046412,418.5135135135135,0.2996706915477497,0.012152727680574248,0.5295,0.013418516979011946,0.44399999999999995,0.558,0.4693333333333334,0.176,0.186,0.02788437577871916
שדרות,4,0.643410853,0.438077634,0.563636364,0.082644628,0.231404959,0.8,0.005988024,0.019704433,0.872,0.893,0.062,0.067,0.218,0.227,0.551,0.56,0.284,0.302,0.185,0.196,20.86842105,2022,28.416666666666668,0.2222222222222222,0.0,0.1576796234179891,0.25,0.0023239184840900965,0.09671076153021094,23.902676399026763,307.0,0.07110091743119266,0.007485029999999999,0.368,0.00863460380456026,0.266,0.378,0.2743333333333333,0.251,0.2645,0.05484516089933943
שוהם,9,0.170836928,0.569269521,0.613138686,0.131979695,0.54822335,0.8714,0.007114625,0.0,0.967,0.976,0.307,0.314,0.137,0.141,0.812,0.83,0.297,0.306,0.343,0.351,28.075,2022,30.90909090909091,0.0,0.0,0.1901309335949162,0.2222222222222222,0.0011215791834903544,0.08905338716913413,27.41254125412541,461.44444444444446,0.31747673216132366,0.008164591462015149,0.5775,0.008318573952564412,0.48733333333333334,0.5905,0.49833333333333335,0.217,0.22349999999999998,0.01984074611763671
שלומי,5,0.689473684,0.431818182,0.566666667,0.24137931,0.913793103,0.6988,0.005964215,0.0,0.724,0.737,0.017,0.018,0.345,0.351,0.276,0.281,0.224,0.228,0.069,0.07,24.57142857,2022,39.55555555555556,0.3333333333333333,0.4444444444444444,0.18118081180811807,0.3333333333333333,0.0013577732518669382,0.08961303462321792,23.95744680851064,375.3333333333333,0.023480662983425417,0.008534938465941614,0.17250000000000001,0.00774041393428064,0.12066666666666669,0.17550000000000002,0.12300000000000001,0.2845,0.2895,0.0220252484555466
שעב,2,0.0,0.619047619,0.710526316,0.033898305,0.593220339,0.8676,0.00284495,0.036363636,0.874,0.874,0.084,0.081,0.244,0.243,0.387,0.378,0.193,0.198,0.067,0.063,24.61538462,2022,28.23076923076923,0.0,0.0,0.20745585349901896,0.3333333333333333,0.018915510718789406,0.0926860025220681,24.2,484.0,0.09610983981693365,0.003279103273397879,0.227,0.023506107024793388,0.17933333333333334,0.2205,0.17400000000000002,0.2185,0.2205,0.04364707457490963
שפרעם,3,0.576246334,0.572490706,0.530075188,0.025796662,0.482549317,0.9086,0.005810736,0.034707158,0.786,0.791,0.044,0.045,0.318,0.32,0.264,0.269,0.207,0.211,0.081,0.083,24.20652174,2022,25.563218390804597,0.11494252873563218,0.0,0.19095558422410616,0.4,0.0010857763300760044,0.09735794426348172,24.944024205748864,329.76,0.0559796437659033,0.0063952630420427035,0.17250000000000001,0.006902439056768559,0.12966666666666668,0.17600000000000002,0.13233333333333333,0.2625,0.2655,0.04806742760030315
תל מונד,9,0.158469945,0.543071161,0.611650485,0.13229572,0.898832685,0.9312,0.005832793,0.0,0.918,0.935,0.381,0.388,0.074,0.073,0.829,0.845,0.249,0.257,0.409,0.416,34.38095238,2022,37.130434782608695,0.0,0.0,0.23548762936056472,0.2,0.0014551804423748546,0.07770663562281722,29.477064220183486,642.6,0.41503267973856206,0.006263738187285223,0.619,0.007388971026766262,0.5396666666666666,0.6305,0.5496666666666666,0.1615,0.165,0.01954824894660496
תל שבע,1,0.355555556,0.355982275,0.416,0.0,0.363402062,0.8843,0.022873711,0.03030303,0.576,0.605,0.01,0.01,0.183,0.192,0.089,0.094,0.063,0.066,0.034,0.035,27.2,2022,24.614035087719298,0.15789473684210525,0.0,0.27427154370737755,0.4166666666666667,0.0019590114526823387,0.10201928872814948,23.87410071942446,553.0833333333334,0.017361111111111112,0.025866460477213617,0.0615,0.024832427287479284,0.044333333333333336,0.0645,0.04633333333333334,0.123,0.129,0.0502866646242724
אבו גוש,3,0.430635838,0.44,0.472222222,0.072164948,0.721649485,0.9545,0.006980803,0.0375,0.615,0.78,0.085,0.11,0.333,0.429,0.162,0.209,0.179,0.231,0.094,0.121,22.66666667,2023,19.363636363636363,0.2727272727272727,0.0,0.19526896394859547,0.6,0.0005824111822947001,0.1019219569015725,17.681159420289855,244.0,0.13821138211382114,0.007313570455735987,0.128,0.007800475131147541,0.11366666666666668,0.16499999999999998,0.14666666666666664,0.256,0.33,0.0541425333669101
אבו סנאן,3,0.481684982,0.604477612,0.545454545,0.071428571,0.303571429,0.9711,0.01843318,0.027777778,0.839,0.842,0.208,0.212,0.298,0.297,0.321,0.327,0.244,0.248,0.143,0.145,27.31578947,2023,26.652173913043477,0.17391304347826086,0.0,0.1807516684229013,0.3333333333333333,0.0,0.10415856976292266,23.42718446601942,402.1666666666667,0.24791418355184744,0.01898175265163217,0.23199999999999998,0.01843318,0.22399999999999998,0.236,0.22799999999999998,0.271,0.27249999999999996,0.030639340913733232
אבן יהודה,9,0.161801501,0.474522293,0.537931034,0.125373134,0.397014925,0.8866,0.012518409,0.0,0.926,0.928,0.211,0.207,0.193,0.195,0.68,0.682,0.228,0.231,0.303,0.3,27.62068966,2023,18.977777777777778,0.06666666666666667,0.0,0.23227173409256438,0.42857142857142855,0.0034207525655644243,0.0895096921322691,26.478527607361965,616.5714285714286,0.22786177105831532,0.014119568012632528,0.49150000000000005,0.015298761177942538,0.3980000000000001,0.491,0.39633333333333337,0.21050000000000002,0.21300000000000002,0.021649843369300384
אום אל-פחם,2,0.477113624,0.461147422,0.501222494,0.040068201,0.566922421,0.975,0.003960055,0.034862385,0.745,0.774,0.182,0.191,0.269,0.282,0.283,0.297,0.242,0.256,0.117,0.124,26.44117647,2023,21.753246753246753,0.1038961038961039,0.0,0.22899914024174378,0.4666666666666667,0.0014723203769140165,0.10136925795053003,24.956989247311828,464.2,0.2442953020134228,0.0040615948717948715,0.19999999999999998,0.0053962175736033315,0.19399999999999998,0.2105,0.204,0.2555,0.269,0.03230205403562601
אופקים,3,0.527911785,0.354362416,0.417061611,0.053370787,0.280898876,0.712,0.008221549,0.004048583,0.448,0.498,0.021,0.024,0.135,0.147,0.207,0.234,0.088,0.099,0.062,0.072,26.66153846,2023,23.318181818181817,0.07575757575757576,0.0,0.21127467822501783,0.39285714285714285,0.0015011258443832875,0.0931948961721291,23.761329305135952,280.89285714285717,0.046875,0.011547119382022472,0.1345,0.009747295980292435,0.09666666666666668,0.153,0.11,0.1115,0.123,0.03872584915225596
אור יהודה,5,0.323411102,0.402555911,0.468571429,0.029177719,0.485411141,0.7969,0.005446167,0.003448276,0.812,0.846,0.051,0.058,0.254,0.278,0.383,0.413,0.193,0.218,0.068,0.077,22.375,2023,24.508474576271187,0.1016949152542373,0.0,0.16802431308073637,0.35,0.0028169014084507044,0.0928094885100074,23.671077504725897,313.05,0.06280788177339901,0.006834191241059104,0.2255,0.00848082600015972,0.16733333333333333,0.245,0.18266666666666667,0.2235,0.248,0.04166881144798476
אור עקיבא,5,0.54587156,0.446555819,0.579710145,0.170731707,0.552845528,0.717,0.007399577,0.007968127,0.93,0.938,0.113,0.125,0.358,0.348,0.471,0.5,0.237,0.254,0.136,0.156,18.87234043,2023,16.956521739130434,0.10869565217391304,0.0,0.15456761558484486,0.45454545454545453,0.0056134723336006415,0.11253675487837476,23.36904761904762,356.90909090909093,0.12150537634408602,0.010320191073919108,0.3035,0.012748532680081508,0.24,0.328,0.26033333333333336,0.2975,0.301,0.049774839513270094
אורנית,9,0.469667319,0.555555556,0.714285714,0.045454545,0.37012987,0.8508,0.004322767,0.013333333,0.974,0.979,0.091,0.097,0.097,0.097,0.851,0.855,0.357,0.366,0.247,0.255,32.80952381,2023,36.375,0.0,0.0,0.2364992541024366,0.25,0.0008410428931875525,0.06812447434819176,28.04,525.75,0.09342915811088295,0.005080826281147155,0.5489999999999999,0.005273789349025202,0.39633333333333326,0.5549999999999999,0.40233333333333327,0.22699999999999998,0.23149999999999998,0.012910166756320602
אילת,6,0.406599255,0.490301724,0.581717452,0.144012945,0.276699029,0.8904,0.013701982,0.0,0.784,0.853,0.059,0.065,0.203,0.224,0.482,0.527,0.182,0.205,0.099,0.111,23.32911392,2023,22.318181818181817,0.13636363636363635,0.0,0.16316991925216695,0.3333333333333333,0.00470286447199658,0.09918768704574604,23.569752281616687,430.42857142857144,0.07525510204081631,0.015388569182389938,0.2905,0.018569777110078546,0.2133333333333333,0.319,0.23433333333333337,0.1925,0.2145,0.10035559067562229
אכסאל,3,0.335600907,0.581267218,0.666666667,0.063380282,0.658450704,0.9523,0.005243446,0.055172414,0.82,0.823,0.067,0.067,0.387,0.39,0.208,0.209,0.155,0.156,0.067,0.067,28.42857143,2023,21.70731707317073,0.14634146341463414,0.0,0.2315086782376502,0.5555555555555556,0.0,0.1046712802768166,22.773333333333333,379.55555555555554,0.08170731707317073,0.005506086317336973,0.1375,0.005243446,0.114,0.138,0.11433333333333334,0.271,0.273,0.04557902973395931
אלעד,2,0.482627579,0.158940397,0.157760814,0.018272425,0.202657807,0.6633,0.009525919,0.0,0.412,0.405,0.018,0.02,0.097,0.095,0.155,0.171,0.136,0.149,0.053,0.058,28.22485207,2023,29.083333333333332,0.0625,0.0,0.3488727243499578,0.47560975609756095,0.0009215528164957954,0.06957723764543255,23.85112359550562,207.09756097560975,0.043689320388349516,0.014361403588120008,0.104,0.010468093066658815,0.07533333333333332,0.1145,0.083,0.1165,0.122,0.015781922525107604
אלקנה,8,0.332161687,0.633333333,0.696629213,0.034883721,0.48255814,0.8198,0.002327386,0.0,0.989,0.994,0.209,0.235,0.203,0.173,0.775,0.821,0.335,0.358,0.324,0.364,29.38888889,2023,9.652173913043478,0.0,0.0,0.226775956284153,0.6,0.0030120481927710845,0.18072289156626506,26.426470588235293,359.4,0.21132457027300303,0.0028389680409856063,0.5495,0.003996835081803005,0.436,0.5925,0.47333333333333333,0.269,0.26549999999999996,0.010462683096954197
אעבלין,3,0.322645291,0.561497326,0.631578947,0.036474164,0.580547112,0.8995,0.009756098,0.0,0.841,0.885,0.187,0.202,0.418,0.444,0.28,0.301,0.21,0.224,0.179,0.193,23.95833333,2023,13.283018867924529,0.05660377358490566,0.0,0.21217263002582074,0.5,0.004172461752433936,0.13004172461752433,23.82608695652174,479.5,0.22235434007134364,0.010846134519177321,0.2295,0.012884356602711157,0.21533333333333335,0.247,0.23199999999999998,0.314,0.334,0.039947988152857036
אפרת,7,0.196159122,0.549668874,0.642487047,0.085858586,0.464646465,0.4842,0.005093379,0.0,0.952,0.963,0.174,0.205,0.187,0.179,0.665,0.684,0.317,0.342,0.283,0.332,26.26666667,2023,22.285714285714285,0.0,0.0,0.29300813008130083,0.4,0.002774694783573807,0.12569367369589346,22.29746835443038,352.3,0.18277310924369747,0.010519163568773235,0.474,0.007931868923360771,0.37399999999999994,0.508,0.40700000000000003,0.252,0.2605,0.011220787986163841
אריאל,6,0.663366337,0.470238095,0.611940299,0.12173913,0.27826087,0.6114,0.007626311,0.014705882,0.957,0.989,0.147,0.17,0.414,0.383,0.491,0.585,0.362,0.436,0.147,0.17,20.0,2023,33.473684210526315,0.15789473684210525,0.0,0.1508630557208919,0.125,0.0030349013657056147,0.10197268588770865,23.277372262773724,398.625,0.1536050156739812,0.01247352142623487,0.319,0.010762090241141425,0.26166666666666666,0.3775,0.30833333333333335,0.388,0.4095,0.02641325536062378
אשדוד,4,0.464080879,0.40691221,0.47526738,0.059886605,0.333097094,0.8537,0.007779117,0.009648518,0.712,0.746,0.076,0.084,0.213,0.228,0.406,0.442,0.187,0.205,0.141,0.156,24.84361233,2023,22.971491228070175,0.07236842105263158,0.013157894736842105,0.1966898369354156,0.41134751773049644,0.0015307480699263466,0.08794036737953678,24.22954303931987,323.40425531914894,0.10674157303370786,0.009112237319901606,0.2735,0.009292274894736843,0.20766666666666667,0.299,0.2273333333333333,0.2,0.2165,0.04208493697840204
אשקלון,5,0.625711662,0.430127724,0.518438178,0.096849475,0.3873979,0.9176,0.010600055,0.006352087,0.877,0.916,0.12,0.129,0.254,0.267,0.503,0.534,0.239,0.257,0.14,0.152,24.40174672,2023,24.19831223628692,0.09282700421940929,0.0,0.17292758927688198,0.36065573770491804,0.0019306399713979263,0.09517340007150518,25.376718606782767,453.8688524590164,0.13683010262257697,0.011551934394071492,0.3215,0.012550499267861014,0.25433333333333336,0.343,0.27166666666666667,0.2465,0.262,0.0488970732280688
באקה אל-גרביה,3,0.541262136,0.552437223,0.660377358,0.068421053,0.526315789,0.8894,0.001810501,0.011730205,0.828,0.83,0.154,0.159,0.337,0.344,0.286,0.286,0.265,0.277,0.102,0.104,25.64179104,2023,25.63768115942029,0.18840579710144928,0.0,0.2273821138211382,0.4,0.0015732265446224256,0.09682494279176201,25.003623188405797,460.06666666666666,0.1859903381642512,0.002035643130200135,0.19399999999999998,0.003404472888132155,0.18066666666666664,0.19499999999999998,0.18299999999999997,0.30100000000000005,0.3105,0.034525591617033474
באר יעקב,7,0.655029586,0.375641026,0.418181818,0.074398249,0.470459519,0.826,0.011547344,0.015444015,0.874,0.878,0.068,0.069,0.281,0.29,0.432,0.441,0.245,0.252,0.121,0.127,24.47435897,2023,16.897058823529413,0.10294117647058823,0.0,0.21401115574694374,0.25,0.002970965563808238,0.10533423362592843,26.500763358778627,433.95,0.07780320366132723,0.013979835351089587,0.27649999999999997,0.014082198245880861,0.207,0.28400000000000003,0.21233333333333335,0.263,0.271,0.029752593774940144
באר שבע,5,0.531031808,0.480530016,0.586038961,0.082422204,0.375525652,0.8995,0.008049808,0.005017921,0.877,0.911,0.08,0.085,0.249,0.26,0.48,0.508,0.239,0.256,0.145,0.158,25.30188679,2023,23.264880952380953,0.08035714285714286,0.02976190476190476,0.16080275805383684,0.34444444444444444,0.0018742013346585262,0.1050120687207156,23.51441985244802,389.55555555555554,0.09122006841505131,0.00894920289049472,0.3125,0.00993229516486024,0.235,0.333,0.25033333333333335,0.244,0.258,0.07561098607596119
בית אל,3,0.021276596,0.617777778,0.590551181,0.037837838,0.697297297,0.6178,0.017353579,0.0,0.841,0.853,0.2,0.215,0.344,0.339,0.39,0.412,0.318,0.328,0.205,0.226,27.6,2023,17.818181818181817,0.13636363636363635,0.0,0.26043046357615895,0.5,0.0019071837253655435,0.14303877940241577,24.965034965034967,297.5,0.23781212841854937,0.028089315312398836,0.2975,0.019034251268907565,0.26499999999999996,0.319,0.2843333333333333,0.33099999999999996,0.3335,0.01424361493123772
בית ג'ן,4,0.835766423,0.601941748,0.627118644,0.019704433,0.21182266,0.9541,0.005221932,0.014084507,0.995,0.995,0.093,0.094,0.402,0.401,0.387,0.391,0.265,0.267,0.118,0.119,23.82608696,2023,25.782608695652176,0.13043478260869565,0.0,0.19174737527468055,0.25,0.006366723259762309,0.08743633276740238,25.625,563.75,0.09346733668341708,0.0054731495650351125,0.2525,0.011873816700665188,0.19933333333333333,0.255,0.20133333333333334,0.3335,0.334,0.01471889326791603
בית שאן,4,0.539312039,0.447154472,0.56547619,0.162055336,0.581027668,0.7775,0.007629108,0.006872852,0.864,0.882,0.088,0.097,0.298,0.312,0.415,0.456,0.176,0.198,0.188,0.211,19.39473684,2023,19.804347826086957,0.15217391304347827,0.0,0.19349103659439973,0.4,0.0005104645227156713,0.12557427258805512,21.128342245989305,263.4,0.10185185185185185,0.009812357556270097,0.3015,0.008135308961781827,0.2303333333333333,0.3335,0.25466666666666665,0.237,0.255,0.0560478162848005
בית שמש,2,0.443831353,0.263190184,0.309021113,0.066791511,0.311485643,0.7244,0.02022328,0.00206754,0.434,0.444,0.066,0.077,0.114,0.113,0.267,0.294,0.166,0.189,0.071,0.083,24.61516854,2023,24.451038575667656,0.0830860534124629,0.0,0.22633548094048458,0.40229885057471265,0.002429363612358067,0.08608397148138368,22.666872301048734,211.16666666666666,0.15207373271889402,0.027917283268912203,0.169,0.022727158289742262,0.13466666666666668,0.1885,0.15133333333333335,0.14,0.151,0.020343387590986077
ביתר עילית,1,0.506384955,0.145114102,0.138728324,0.001204819,0.125301205,0.637,0.014087019,0.010548523,0.157,0.156,0.009,0.011,0.045,0.048,0.032,0.034,0.058,0.063,0.004,0.004,28.60194175,2023,30.54437869822485,0.07692307692307693,0.0,0.3354310705676881,0.46153846153846156,0.001118808898833857,0.07354016954257929,24.3232,219.2596153846154,0.057324840764331204,0.022114629513343798,0.018000000000000002,0.01522721985076525,0.015000000000000001,0.019000000000000003,0.016333333333333335,0.051500000000000004,0.0555,0.013605973506623344
בני ברק,2,0.304546083,0.146151853,0.158080452,0.009657594,0.087357331,0.7742,0.021148335,0.00886918,0.12,0.117,0.017,0.019,0.03,0.028,0.059,0.061,0.037,0.04,0.019,0.021,31.38423645,2023,22.47457627118644,0.022598870056497175,0.0,0.25427084031548136,0.4827586206896552,0.001493796351622087,0.06781835436364275,26.104265402843602,261.1551724137931,0.1416666666666667,0.027316371738568847,0.039,0.022551253069584738,0.03166666666666667,0.041,0.03366666666666667,0.0335,0.034,0.019321569722976592
בסמת טבעון,3,0.234421365,0.602649007,0.714285714,0.008064516,0.346774194,0.9394,0.03085554,0.14516129,0.646,0.642,0.039,0.041,0.228,0.22,0.228,0.236,0.134,0.138,0.0,0.0,25.92307692,2023,32.07692307692308,0.23076923076923078,0.0,0.2086850152905199,0.25,0.0,0.08851113716295428,24.878048780487806,382.5,0.06037151702786377,0.032846008090270384,0.114,0.03085554,0.08900000000000001,0.118,0.09233333333333332,0.181,0.179,0.046777163904235725
בת ים,5,0.428172943,0.419105467,0.536121673,0.113657195,0.370302475,0.8238,0.010972222,0.006535948,0.882,0.92,0.086,0.092,0.239,0.246,0.503,0.54,0.222,0.24,0.133,0.145,23.22147651,2023,23.88888888888889,0.15204678362573099,0.0,0.1335860685436197,0.3333333333333333,0.0027408211043225034,0.10340889624850111,22.25342913128674,354.8958333333333,0.09750566893424036,0.0133190361738286,0.318,0.013789950206633402,0.24066666666666667,0.3425,0.259,0.23049999999999998,0.243,0.05898104542093177
ג'דיידה-מכר,3,0.379802415,0.58524173,0.571428571,0.016233766,0.386363636,0.9574,0.007117438,0.034013605,0.731,0.731,0.113,0.108,0.291,0.292,0.291,0.289,0.282,0.285,0.091,0.085,27.06060606,2023,25.833333333333332,0.16666666666666666,0.0,0.19589061491885454,0.3333333333333333,0.0010134279199391944,0.09956929313402585,24.25625,431.22222222222223,0.1545827633378933,0.007434132024232295,0.191,0.008148100200463798,0.165,0.187,0.16066666666666665,0.2865,0.2885,0.052736272378220844
ג'וליס,4,0.442307692,0.75,0.733333333,0.068181818,0.352272727,0.88,0.005415162,0.0,0.898,0.927,0.114,0.122,0.239,0.244,0.557,0.598,0.239,0.256,0.239,0.256,21.66666667,2023,24.75,0.25,0.0,0.17952544396358752,0.3333333333333333,0.0008312551953449709,0.09975062344139651,24.8,372.0,0.12694877505567928,0.006153593181818182,0.398,0.006311219347670251,0.30333333333333334,0.427,0.3253333333333333,0.239,0.25,0.018996734936182844
ג'לג'וליה,3,0.352342159,0.478927203,0.55,0.083870968,0.961290323,0.887,0.011784512,0.049019608,0.71,0.698,0.077,0.081,0.239,0.235,0.284,0.275,0.206,0.208,0.065,0.067,24.55,2023,26.75,0.35,0.0,0.21824437418634926,0.4,0.0008521516829995739,0.1112057946314444,22.525252525252526,446.0,0.10845070422535212,0.013285808342728299,0.1745,0.012681372986547085,0.142,0.171,0.14100000000000001,0.22249999999999998,0.22149999999999997,0.04750683382034122
ג'ת,4,0.82527881,0.468292683,0.492537313,0.043243243,0.821621622,0.8447,0.003703704,0.043478261,0.87,0.873,0.281,0.287,0.389,0.387,0.395,0.403,0.254,0.26,0.238,0.243,26.9,2023,29.5,0.15,0.0,0.20336147841325475,0.16666666666666666,0.0,0.08029768899334117,28.804597701149426,417.6666666666667,0.32298850574712645,0.004384638333136025,0.3165,0.003703704,0.3046666666666667,0.323,0.311,0.3215,0.3235,0.019612495057334915
גבעת שמואל,8,0.32711039,0.482352941,0.626373626,0.100502513,0.527638191,0.9067,0.007398754,0.0,0.985,0.984,0.337,0.352,0.132,0.13,0.812,0.837,0.32,0.324,0.438,0.464,30.92307692,2023,33.642857142857146,0.0,0.0,0.2141260304596898,0.3,0.0004893964110929853,0.08319738988580751,28.035353535353536,555.1,0.3421319796954315,0.00816009043785155,0.625,0.007939197163393983,0.529,0.6505,0.551,0.226,0.227,0.023453128233427607
